Cpd,Formula,RT,Mass,CAS_ID,Source,Score,Algorithm,Area,Area_Pct,Peak_Height
384,C7H14O5,1.032,178.0852,,FBF,86.77,FBF,,,
385,C6H12O5,7.218,164.0682,,FBF,66.38,FBF,,,
386,C6H12O4,0.409,148.0737,,FBF,86.89,FBF,,,
387,C8H16O6,0.435,208.0947,,FBF,86.76,FBF,,,
388,C7H14O6,0.643,194.0774,,FBF,76.19,FBF,,,
389,C8H14O7,0.799,222.0729,,FBF,79.25,FBF,,,
390,C10H13N5O4,5.062,267.0979,,FBF,71.9,FBF,,,
391,C8H16O5,1.11,192.099,,FBF,84.5,FBF,,,
392,C19H37N5O7,3.085,447.2676,,FBF,91.46,FBF,,,
393,C16H20N2O8,10.467,368.1219,,FBF,78.35,FBF,,,
394,C14H24O8,9.012,320.145,,FBF,55.26,FBF,,,
395,C5H11NO4,16.498,149.0681,,FBF,79.09,FBF,,,
396,C5H8O5,11.507,148.0364,,FBF,71.5,FBF,,,
397,C5H10O6,9.844,166.0466,,FBF,73.17,FBF,,,
398,C11H17NO8,5.685,291.0961,,FBF,83.37,FBF,,,
399,C13H21NO15S,5.737,463.0629,,FBF,74.25,FBF,,,
400,C4H8O5,19.746,136.0375,,FBF,81.07,FBF,,,
401,C6H12O7,6.751,196.0579,,FBF,71.8,FBF,,,
402,C12H22O12,10.259,358.111,,FBF,82.31,FBF,,,
403,C14H23NO11,10.337,381.1262,,FBF,77.06,FBF,,,
404,C11H19NO9,5.633,309.1056,,FBF,59.53,FBF,,,
405,C9H17NO8,5.062,267.0978,,FBF,51.73,FBF,,,
406,C11H19NO10,9.012,325.1005,,FBF,64.1,FBF,,,
407,C5H12O4,1.396,136.0737,,FBF,65.2,FBF,,,
408,C4H10O3,7.244,106.0639,,FBF,68.56,FBF,1655591.0,1.2,404359.0
409,C7H16O7,0.409,212.089,,FBF,58.02,FBF,,,
410,C22H32O5,13.249,376.2233,,FBF,68.91,FBF,,,
411,C17H22O4,6.387,290.1506,,FBF,57.27,FBF,,,
412,C25H34O7,3.085,446.2336,,FBF,61.36,FBF,,,
413,C20H32O4,12.703,336.2271,,FBF,67.75,FBF,,,
414,C20H30O3,15.744,318.2167,,FBF,57.1,FBF,,,
415,C20H28O5,5.711,348.1953,,FBF,64.53,FBF,,,
416,C20H30O5,8.986,350.2108,,FBF,69.5,FBF,,,
417,C20H34O4,13.665,338.2464,,FBF,75.53,FBF,,,
418,C17H28O3,18.628,280.2016,,FBF,71.34,FBF,,,
419,C20H34O2,7.244,306.2578,,FBF,70.79,FBF,1655591.0,1.2,404359.0
420,C21H34O8,3.007,414.2272,,FBF,51.96,FBF,135352463.0,98.21,8155244.0
421,C20H40,9.012,280.3126,,FBF,98.38,FBF,,,
422,C23H37NO6S,7.92,455.2339,,FBF,58.92,FBF,,,
423,C22H37NO4,2.851,379.275,,FBF,56.07,FBF,,,
424,C25H40N2O7S,6.075,512.2573,,FBF,57.64,FBF,,,
425,C20H36O3,10.909,324.2655,,FBF,65.5,FBF,,,
426,C20H34O8,10.935,402.2257,,FBF,90.91,FBF,,,
427,C22H36O4,11.793,364.2592,,FBF,71.88,FBF,,,
428,C20H36O4,13.717,340.2583,,FBF,52.86,FBF,,,
429,C16H26O5,2.435,298.1764,,FBF,90.91,FBF,,,
430,C16H28O5,7.036,300.1934,,FBF,79.53,FBF,,,
431,C20H38O5,7.946,358.2706,,FBF,62.3,FBF,,,
432,C20H28O3,0.435,316.2056,,FBF,68.53,FBF,,,
433,C22H38O5,17.355,382.2733,,FBF,68.31,FBF,,,
434,C22H28O5,2.591,372.1968,,FBF,52.1,FBF,,,
435,C24H38O8,4.984,454.2543,,FBF,63.82,FBF,,,
436,C20H34O6,8.57,370.2333,,FBF,81.64,FBF,,,
437,C18H30O6,18.239,342.2054,,FBF,55.84,FBF,,,
438,C21H34O4,12.963,350.2424,,FBF,68.32,FBF,,,
439,C20H32F2O5,4.724,390.2216,,FBF,59.49,FBF,,,
440,C23H40O5,10.337,396.2873,,FBF,76.32,FBF,,,
441,C20H38O2,12.911,310.2847,,FBF,64.93,FBF,,,
442,C18H28O6,6.802,340.1868,,FBF,68.83,FBF,,,
443,C19H34O5,8.492,342.2383,,FBF,73.03,FBF,,,
444,C11H23NO2,0.383,201.1728,,FBF,99.86,FBF,3497639.0,2.54,966956.0
445,C8H17NO2,0.383,159.1273,,FBF,80.42,FBF,3497639.0,2.54,966956.0
446,C14H29NO2,8.128,243.2194,,FBF,82.78,FBF,,,
447,C16H33NO2,7.192,271.25,,FBF,77.13,FBF,,,
448,C13H27NO2,6.517,229.2048,,FBF,70.44,FBF,,,
449,C4H9NO2,0.409,103.0638,,FBF,82.18,FBF,,,
450,C9H19NO2,0.409,173.1416,,FBF,86.87,FBF,,,
451,C5H11NO2,0.357,117.079,,FBF,87.95,FBF,,,
452,C6H13NO2,0.383,131.0947,,FBF,83.07,FBF,3497639.0,2.54,966956.0
453,C12H25NO2,0.409,215.1877,,FBF,65.58,FBF,,,
454,C9H17NO3,2.903,187.1207,,FBF,69.0,FBF,,,
455,C9H17NO3,2.357,187.12,,FBF,72.26,FBF,,,
456,C18H36O2,7.868,284.2715,,FBF,99.09,FBF,,,
457,C17H34O2,7.426,270.2542,,FBF,71.74,FBF,,,
458,C17H32O2,9.636,268.2379,,FBF,65.24,FBF,,,
459,C16H32O2,7.01,256.24,,FBF,98.97,FBF,,,
460,C16H30O2,7.374,254.2236,,FBF,79.82,FBF,,,
461,C6H12O2,0.383,116.0838,,FBF,87.17,FBF,3497639.0,2.54,966956.0
462,C10H18O2,12.391,170.1308,,FBF,96.94,FBF,,,
463,C20H40O2,8.804,312.3021,,FBF,95.73,FBF,,,
464,C6H10O2,22.031,114.0681,,FBF,83.63,FBF,,,
465,C7H14O2,2.929,130.1004,,FBF,81.86,FBF,,,
466,C8H16O2,7.244,144.1139,,FBF,81.33,FBF,1655591.0,1.2,404359.0
467,C19H38O2,8.154,298.2855,,FBF,59.57,FBF,,,
468,C8H14O2,2.877,142.0987,,FBF,81.34,FBF,,,
469,C14H28O2,6.075,228.2087,,FBF,97.6,FBF,,,
470,C14H26O2,7.868,226.1922,,FBF,78.96,FBF,,,
471,C9H18O2,17.044,158.1318,,FBF,74.54,FBF,,,
472,C5H8O2,10.519,100.0522,,FBF,99.57,FBF,,,
473,C22H44O2,9.922,340.3334,,FBF,77.85,FBF,,,
474,C26H52O2,7.868,396.3932,,FBF,51.24,FBF,,,
475,C12H24O2,4.802,200.1772,,FBF,85.83,FBF,,,
476,C28H56O2,18.187,424.4278,,FBF,59.83,FBF,,,
477,C15H30O2,6.543,242.2232,,FBF,57.98,FBF,,,
478,C11H22O2,9.012,186.1634,,FBF,73.29,FBF,,,
479,C5H8O3,0.669,116.0469,,FBF,86.29,FBF,,,
480,C6H8O2,8.31,112.0521,,FBF,86.41,FBF,,,
481,C18H32O2,10.961,280.2399,,FBF,74.46,FBF,,,
482,C19H36O2,11.403,296.269,,FBF,66.4,FBF,,,
483,C16H28O2,17.096,252.2071,,FBF,56.7,FBF,,,
484,C19H34O2,8.44,294.2563,,FBF,88.01,FBF,,,
485,C19H30O2,7.686,290.2236,,FBF,63.83,FBF,,,
486,C16H30O4,7.738,286.2151,,FBF,68.84,FBF,,,
487,C6H10O4,2.149,146.0569,,FBF,65.35,FBF,,,
488,C10H18O5,5.893,218.1153,,FBF,81.93,FBF,,,
489,C14H26O4,6.647,258.182,,FBF,80.64,FBF,,,
490,C8H12O4,2.331,172.0722,,FBF,77.56,FBF,,,
491,C8H14O4,0.435,174.0892,,FBF,87.04,FBF,,,
492,C9H14O5,1.838,202.0822,,FBF,74.53,FBF,,,
493,C6H10O4S,13.301,178.0292,,FBF,85.46,FBF,,,
494,C12H22O5,5.296,246.1464,,FBF,78.88,FBF,,,
495,C8H14O5,3.007,190.0853,,FBF,75.54,FBF,135352463.0,98.21,8155244.0
496,C14H26O5,7.01,274.1779,,FBF,73.26,FBF,,,
497,C9H16O4,2.565,188.1049,,FBF,85.4,FBF,,,
498,C15H28O4,5.841,272.1982,,FBF,76.99,FBF,,,
499,C10H16O4,9.844,200.1047,,FBF,80.01,FBF,,,
500,C17H30O4,18.966,298.212,,FBF,55.54,FBF,,,
501,C5H7NO5,1.552,161.034,,FBF,75.18,FBF,,,
502,C9H14O4,2.721,186.0886,,FBF,82.85,FBF,,,
503,C30H58O4S,20.317,514.4061,,FBF,98.25,FBF,,,
504,C22H42O4,15.042,370.3086,,FBF,89.87,FBF,,,
505,C12H22O4,5.529,230.1524,,FBF,69.07,FBF,,,
506,C20H38O4,11.819,342.277,,FBF,82.6,FBF,,,
507,C21H40O4,8.284,356.2899,,FBF,55.1,FBF,,,
508,C17H32O4,9.09,300.2287,,FBF,62.44,FBF,,,
509,C7H10O4,1.032,158.058,,FBF,79.69,FBF,,,
510,C26H50O4,17.459,426.3715,,FBF,97.81,FBF,,,
511,C5H9NO4,0.409,147.053,,FBF,56.54,FBF,,,
512,C4H4O4,0.435,116.0104,,FBF,62.71,FBF,,,
513,C18H34O4,12.365,314.246,,FBF,82.65,FBF,,,
514,C18H32O4,9.194,312.2275,,FBF,77.78,FBF,,,
515,C10H18O4,6.621,202.1198,,FBF,84.07,FBF,,,
516,C24H46O4,15.042,398.342,,FBF,86.49,FBF,,,
517,C12H20O4,6.101,228.1357,,FBF,81.65,FBF,,,
518,C23H44O4,9.298,384.3224,,FBF,86.88,FBF,,,
519,C13H24O4,6.465,244.1667,,FBF,83.5,FBF,,,
520,C11H20O4,7.426,216.135,,FBF,84.67,FBF,,,
521,C16H30O5,6.127,302.2088,,FBF,81.38,FBF,,,
522,C13H18O4,6.179,238.1209,,FBF,81.26,FBF,,,
523,C15H28O2,8.622,240.2096,,FBF,63.56,FBF,,,
524,C7H12O2,3.371,128.0835,,FBF,86.35,FBF,,,
525,C22H42O2,9.246,338.3168,,FBF,76.66,FBF,,,
526,C6H4Cl2O5,8.102,225.9434,,FBF,54.63,FBF,,,
527,C18H30O3,9.506,294.2193,,FBF,71.54,FBF,,,
528,C14H20O5,5.296,268.1286,,FBF,58.27,FBF,,,
529,C15H14O4,6.413,258.0869,,FBF,50.14,FBF,,,
530,C12H22O3,7.504,214.1555,,FBF,71.32,FBF,,,
531,C10H20O3,10.831,188.1406,,FBF,90.91,FBF,,,
532,C16H32O3,7.114,272.2349,,FBF,99.32,FBF,,,
533,C12H24O3,8.544,216.1722,,FBF,68.19,FBF,,,
534,C17H30O3,8.674,282.2188,,FBF,74.26,FBF,,,
535,C14H26O3,19.304,242.1882,,FBF,86.97,FBF,,,
536,C15H30O3,18.369,258.2186,,FBF,63.72,FBF,,,
537,C21H42O3,11.663,342.3104,,FBF,50.02,FBF,,,
538,C6H12O3,4.541,132.0784,,FBF,99.4,FBF,27697614.0,20.1,4488337.0
539,C20H40O3,7.894,328.2962,,FBF,69.89,FBF,,,
540,C7H14O3,1.708,146.095,,FBF,79.4,FBF,,,
541,C16H30O3,8.024,270.2174,,FBF,75.6,FBF,,,
542,C14H28O3,6.205,244.2026,,FBF,81.63,FBF,,,
543,C8H16O3,1.344,160.1093,,FBF,74.87,FBF,,,
544,C18H34O3,8.102,298.2487,,FBF,68.31,FBF,,,
545,C5H6O3,2.279,114.0312,,FBF,84.89,FBF,,,
546,C18H36O3,7.972,300.266,,FBF,83.34,FBF,,,
547,C7H12O5,2.305,176.0674,,FBF,82.14,FBF,,,
548,C6H10O3,0.409,130.0624,,FBF,70.48,FBF,,,
549,C16H32O4,7.244,288.2291,,FBF,95.56,FBF,1655591.0,1.2,404359.0
550,C9H18O3,0.383,174.1254,,FBF,99.47,FBF,3497639.0,2.54,966956.0
551,C8H16O4,4.437,176.105,,FBF,84.49,FBF,34988729.0,25.39,6894655.0
552,C9H16O3,0.383,172.11,,FBF,87.32,FBF,3497639.0,2.54,966956.0
553,C10H16O3,3.397,184.1088,,FBF,81.67,FBF,,,
554,C10H18O3,6.828,186.1253,,FBF,82.2,FBF,,,
555,C22H40O3,11.871,352.2978,,FBF,90.95,FBF,,,
556,C22H42O3,9.74,354.312,,FBF,80.89,FBF,,,
557,C12H20O3,5.529,212.1393,,FBF,73.65,FBF,,,
558,C12H18O3,5.166,210.1254,,FBF,76.79,FBF,,,
559,C32H50O3,13.613,482.3759,,FBF,70.73,FBF,,,
560,C32H54O3,17.173,486.4062,,FBF,59.94,FBF,,,
561,C32H62O3,14.133,494.4683,,FBF,87.66,FBF,,,
562,C20H38O3,9.168,326.28,,FBF,69.93,FBF,,,
563,C21H38O3,12.287,338.2797,,FBF,79.03,FBF,,,
564,C21H32O3,12.287,332.2338,,FBF,92.09,FBF,,,
565,C21H34O3,12.781,334.2494,,FBF,79.26,FBF,,,
566,C21H40O3,12.833,340.2967,,FBF,61.42,FBF,,,
567,C31H58O3,18.213,478.4353,,FBF,51.58,FBF,,,
568,C31H62O3,17.225,482.4696,,FBF,59.38,FBF,,,
569,C31H56O3,17.589,476.4255,,FBF,58.7,FBF,,,
570,C27H50O3,9.948,422.3753,,FBF,97.29,FBF,,,
571,C27H40O3,3.319,412.2996,,FBF,51.09,FBF,,,
572,C27H44O3,12.339,416.3309,,FBF,59.45,FBF,,,
573,C17H34O3,7.556,286.2519,,FBF,59.94,FBF,,,
574,C17H32O3,10.285,284.234,,FBF,75.83,FBF,,,
575,C26H48O3,12.209,408.3605,,FBF,55.98,FBF,,,
576,C26H44O3,13.899,404.3271,,FBF,67.22,FBF,,,
577,C16H28O3,6.231,268.2043,,FBF,74.47,FBF,,,
578,C16H24O3,0.383,264.1705,,FBF,72.63,FBF,3497639.0,2.54,966956.0
579,C29H54O3,11.117,450.4056,,FBF,84.67,FBF,,,
580,C29H46O3,12.781,442.3456,,FBF,75.51,FBF,,,
581,C29H58O3,18.498,454.439,,FBF,67.86,FBF,,,
582,C19H34O3,12.183,310.2507,,FBF,96.22,FBF,,,
583,C19H28O3,8.804,304.2022,,FBF,51.43,FBF,,,
584,C19H32O3,10.337,308.2339,,FBF,53.14,FBF,,,
585,C19H36O3,12.781,312.2667,,FBF,64.19,FBF,,,
586,C28H44O3,14.886,428.3291,,FBF,54.43,FBF,,,
587,C28H56O3,13.275,440.4203,,FBF,59.04,FBF,,,
588,C18H32O3,10.051,296.2339,,FBF,78.77,FBF,,,
589,C18H26O3,14.419,290.1884,,FBF,80.27,FBF,,,
590,C25H46O3,14.185,394.3451,,FBF,77.44,FBF,,,
591,C25H36O3,0.383,384.2664,,FBF,64.61,FBF,3497639.0,2.54,966956.0
592,C25H44O3,16.966,392.3293,,FBF,56.07,FBF,,,
593,C25H48O3,13.379,396.3618,,FBF,52.11,FBF,,,
594,C15H26O3,7.452,254.1875,,FBF,72.82,FBF,,,
595,C15H24O3,8.232,252.175,,FBF,69.9,FBF,,,
596,C24H44O3,12.391,380.3277,,FBF,58.27,FBF,,,
597,C24H36O3,8.44,372.2685,,FBF,65.36,FBF,,,
598,C24H40O3,7.998,376.2955,,FBF,51.86,FBF,,,
599,C24H42O3,8.544,378.3167,,FBF,57.59,FBF,,,
600,C14H24O3,6.958,240.1725,,FBF,75.34,FBF,,,
601,C34H66O3,13.327,522.4994,,FBF,87.33,FBF,,,
602,C30H56O3,16.81,464.4208,,FBF,70.18,FBF,,,
603,C30H46O3,15.354,454.3444,,FBF,61.18,FBF,,,
604,C30H60O3,14.783,468.4543,,FBF,71.66,FBF,,,
605,C30H50O3,17.667,458.3784,,FBF,64.58,FBF,,,
606,C23H36O3,7.608,360.2683,,FBF,60.35,FBF,,,
607,C23H40O3,12.443,364.2976,,FBF,75.8,FBF,,,
608,C13H22O3,6.231,226.1568,,FBF,91.06,FBF,,,
609,C13H26O3,6.387,230.1879,,FBF,73.93,FBF,,,
610,C13H20O3,5.919,224.1392,,FBF,76.71,FBF,,,
611,C13H24O3,6.101,228.1723,,FBF,73.15,FBF,,,
612,C33H62O3,14.938,506.4707,,FBF,58.87,FBF,,,
613,C33H52O3,19.356,496.3962,,FBF,68.67,FBF,,,
614,C33H60O3,18.654,504.4561,,FBF,66.63,FBF,,,
615,C11H18O3,12.989,198.1245,,FBF,77.29,FBF,,,
616,C11H16O3,0.383,196.1082,,FBF,74.39,FBF,3497639.0,2.54,966956.0
617,C11H20O3,6.673,200.1392,,FBF,70.96,FBF,,,
618,C11H22O3,5.919,202.157,,FBF,82.69,FBF,,,
619,C10H23N3O3,6.854,233.1735,,FBF,63.82,FBF,,,
620,C19H36O5,10.571,344.2547,,FBF,53.23,FBF,,,
621,C19H34O4,11.377,326.2453,,FBF,77.8,FBF,,,
622,C10H17NO4,11.221,215.1176,,FBF,64.16,FBF,,,
623,C8H14O3,1.318,158.0941,,FBF,86.18,FBF,,,
624,C7H12O3,5.867,144.0777,,FBF,74.2,FBF,,,
625,C4H6O3,0.435,102.0315,,FBF,79.17,FBF,,,
626,C6H11NO3,6.179,145.0741,,FBF,70.89,FBF,,,
627,C27H54O2,15.094,410.414,,FBF,55.94,FBF,,,
628,C30H60O2,18.602,452.4572,,FBF,69.5,FBF,,,
629,C33H66O2,17.771,494.5073,,FBF,64.79,FBF,,,
630,C13H26O2,7.53,214.1923,,FBF,69.32,FBF,,,
631,C9H19NO2S2,5.114,237.0858,,FBF,67.43,FBF,,,
632,C11H20O2,0.383,184.1462,,FBF,99.86,FBF,3497639.0,2.54,966956.0
633,C20H36O2,9.194,308.2726,,FBF,83.64,FBF,,,
634,C13H22O2,6.802,210.1615,,FBF,82.85,FBF,,,
635,C22H40O2,10.831,336.3038,,FBF,63.8,FBF,,,
636,C18H34O2,13.613,282.255,,FBF,66.88,FBF,,,
637,C24H46O2,14.86,366.3469,,FBF,67.9,FBF,,,
638,C8H4O2,1.032,132.0207,,FBF,76.3,FBF,,,
639,C10H16O2,5.01,168.1143,,FBF,78.73,FBF,,,
640,C9H14O2,1.967,154.0984,,FBF,71.97,FBF,,,
641,C12H20O2,8.44,196.1451,,FBF,80.84,FBF,,,
642,C20H30O2,9.688,302.2217,,FBF,62.43,FBF,,,
643,C8H12O2,9.168,140.0836,,FBF,74.94,FBF,,,
644,C12H22O2,6.802,198.1607,,FBF,77.72,FBF,,,
645,C24H36O2,10.467,356.2698,,FBF,54.66,FBF,,,
646,C7H10O2,2.409,126.0676,,FBF,81.68,FBF,,,
647,C11H18O2,6.984,182.1302,,FBF,63.71,FBF,,,
648,C14H24O2,22.057,224.1775,,FBF,98.59,FBF,,,
649,C10H14O3,3.085,182.0936,,FBF,81.4,FBF,,,
650,C5H6O2,0.409,98.0363,,FBF,83.16,FBF,,,
651,C4H6O2,0.383,86.0372,,FBF,77.44,FBF,3497639.0,2.54,966956.0
652,C23H42O2,11.377,350.3172,,FBF,75.1,FBF,,,
653,C32H60O2,16.628,476.4577,,FBF,54.55,FBF,,,
654,C32H56O2,12.495,472.427,,FBF,55.27,FBF,,,
655,C32H62O2,17.173,478.4725,,FBF,74.22,FBF,,,
656,C30H44O2,9.922,436.3374,,FBF,69.97,FBF,,,
657,C33H64O2,19.174,492.4875,,FBF,62.9,FBF,,,
658,C36H52O2,20.369,516.4014,,FBF,64.01,FBF,,,
659,C36H68O2,18.031,532.5245,,FBF,57.49,FBF,,,
660,C38H72O2,17.719,560.5537,,FBF,57.31,FBF,,,
661,C40H68O2,17.927,580.5216,,FBF,55.29,FBF,69640019.0,50.53,3554556.0
662,C40H66O2,21.252,578.5095,,FBF,51.54,FBF,,,
663,C42H64O2,11.325,600.4928,,FBF,55.68,FBF,,,
664,C42H60O2,17.147,596.4602,,FBF,72.56,FBF,,,
665,C42H70O2,17.771,606.5379,,FBF,53.59,FBF,,,
666,C44H74O2,18.628,634.5713,,FBF,52.23,FBF,,,
667,C21H38O2,19.538,322.2891,,FBF,75.1,FBF,,,
668,C21H40O2,15.042,324.3003,,FBF,58.85,FBF,,,
669,C31H56O2,18.602,460.4257,,FBF,51.42,FBF,,,
670,C27H40O2,14.315,396.3049,,FBF,78.82,FBF,,,
671,C27H42O2,5.503,398.3179,,FBF,96.53,FBF,,,
672,C27H52O2,13.093,408.3941,,FBF,74.38,FBF,,,
673,C17H30O2,7.868,266.2219,,FBF,53.1,FBF,,,
674,C26H38O2,13.379,382.2889,,FBF,50.24,FBF,,,
675,C26H46O2,20.525,390.347,,FBF,57.26,FBF,,,
676,C26H50O2,15.042,394.382,,FBF,56.09,FBF,,,
677,C16H24O2,13.665,248.1775,,FBF,59.93,FBF,,,
678,C36H60O2,17.329,524.4616,,FBF,62.54,FBF,,,
679,C36H62O2,14.99,526.4736,,FBF,60.3,FBF,,,
680,C29H50O2,16.94,430.3799,,FBF,61.86,FBF,,,
681,C29H52O2,14.445,432.3961,,FBF,57.67,FBF,,,
682,C9H16O2,8.622,156.1147,,FBF,98.33,FBF,,,
683,C28H52O2,16.16,420.3949,,FBF,51.73,FBF,,,
684,C28H46O2,13.275,414.3487,,FBF,67.2,FBF,,,
685,C28H48O2,11.871,416.3633,,FBF,66.09,FBF,,,
686,C25H36O2,3.007,368.2727,,FBF,57.17,FBF,135352463.0,98.21,8155244.0
687,C25H38O2,10.363,370.2875,,FBF,59.16,FBF,,,
688,C24H44O2,14.86,364.3338,,FBF,61.82,FBF,,,
689,C30H56O2,21.019,448.4259,,FBF,60.58,FBF,,,
690,C30H48O2,14.003,440.363,,FBF,53.89,FBF,,,
691,C30H52O2,10.753,444.3945,,FBF,54.38,FBF,,,
692,C23H34O2,7.608,342.2559,,FBF,70.87,FBF,,,
693,C23H36O2,11.247,344.2702,,FBF,59.49,FBF,,,
694,C13H24O2,9.116,212.1776,,FBF,71.24,FBF,,,
695,C33H62O2,19.746,490.4725,,FBF,54.15,FBF,,,
696,C25H50O7,18.758,462.3569,,FBF,50.66,FBF,,,
697,C14H28O6,5.192,292.1868,,FBF,60.65,FBF,,,
698,C11H19ClO,0.409,202.1125,,FBF,64.19,FBF,,,
699,C8H18O3,3.839,162.1253,,FBF,86.07,FBF,,,
700,C17H32O,12.703,252.2447,,FBF,93.91,FBF,,,
701,C16H34O,12.313,242.2604,,FBF,83.64,FBF,,,
702,C14H26O7,4.125,306.1662,,FBF,63.73,FBF,,,
703,C9H20O,5.945,144.1524,,FBF,65.21,FBF,,,
704,C11H24O,9.558,172.183,,FBF,77.95,FBF,,,
705,C8H16O,13.821,128.1198,,FBF,95.11,FBF,,,
706,C5H10O,0.383,86.0733,,FBF,99.77,FBF,3497639.0,2.54,966956.0
707,C12H20O,7.79,180.1509,,FBF,83.71,FBF,,,
708,C18H34O,13.561,266.2615,,FBF,96.82,FBF,,,
709,C20H38O,15.354,294.2925,,FBF,98.16,FBF,,,
710,C12H24O,6.075,184.1819,,FBF,82.43,FBF,,,
711,C16H32O,15.718,240.2454,,FBF,99.93,FBF,,,
712,C15H30O,7.166,226.228,,FBF,67.85,FBF,,,
713,C16H30O,11.871,238.2297,,FBF,86.3,FBF,,,
714,C37H66O7,15.328,622.4811,,FBF,63.79,FBF,,,
715,C22H34O5,4.958,378.2414,,FBF,75.82,FBF,,,
716,C12H26O,7.634,186.1981,,FBF,72.49,FBF,,,
717,C8H18O2,13.821,146.1306,,FBF,99.13,FBF,,,
718,C41H66O13,5.01,766.4536,,FBF,87.13,FBF,,,
719,C14H30O,13.119,214.2308,,FBF,64.16,FBF,,,
720,C11H20O,7.712,168.1506,,FBF,61.04,FBF,,,
721,C12H14O,6.283,174.1044,,FBF,81.41,FBF,,,
722,C13H16O,8.882,188.1213,,FBF,80.87,FBF,,,
723,C9H14O,0.409,138.1046,,FBF,87.16,FBF,,,
724,C6H10O,1.993,98.073,,FBF,77.74,FBF,,,
725,C10H18O,14.341,154.1356,,FBF,82.5,FBF,,,
726,C15H22O,5.815,218.167,,FBF,99.91,FBF,,,
727,C18H32O,12.391,264.2454,,FBF,99.32,FBF,,,
728,C6H12O,0.383,100.0881,,FBF,82.1,FBF,3497639.0,2.54,966956.0
729,C8H12O,2.851,124.0879,,FBF,66.63,FBF,,,
730,C7H14O,19.538,114.105,,FBF,81.39,FBF,,,
731,C14H28O,16.342,212.2142,,FBF,99.83,FBF,,,
732,C6H8O,1.37,96.0573,,FBF,98.73,FBF,,,
733,C18H36O,8.908,268.2759,,FBF,98.2,FBF,,,
734,C11H19NO3,0.383,213.1351,,FBF,77.15,FBF,3497639.0,2.54,966956.0
735,C16H29NO5,12.287,315.2067,,FBF,81.21,FBF,,,
736,C24H41NO,7.79,359.3201,,FBF,65.54,FBF,,,
737,C19H35NO5,18.343,357.2537,,FBF,54.82,FBF,,,
738,C22H41NO5,16.29,399.2969,,FBF,70.45,FBF,,,
739,C23H43NO5,10.337,413.3134,,FBF,73.74,FBF,,,
740,C23H41NO5,3.293,411.2966,,FBF,71.07,FBF,,,
741,C24H45NO5,13.457,427.3274,,FBF,81.03,FBF,,,
742,C24H41NO5,3.839,423.2979,,FBF,69.92,FBF,,,
743,C24H39NO5,17.018,421.2804,,FBF,79.6,FBF,,,
744,C24H37NO5,13.171,419.2667,,FBF,69.36,FBF,,,
745,C26H41NO5,17.485,447.2987,,FBF,77.34,FBF,,,
746,C26H39NO5,4.854,445.2845,,FBF,53.21,FBF,,,
747,C29H55NO5,13.301,497.4062,,FBF,57.95,FBF,,,
748,C30H57NO5,14.809,511.424,,FBF,86.93,FBF,,,
749,C12H21NO5,5.893,259.1408,,FBF,60.17,FBF,,,
750,C14H25NO5,8.31,287.173,,FBF,69.03,FBF,,,
751,C13H25NO3,6.231,243.1833,,FBF,97.48,FBF,,,
752,C14H27NO3,10.285,257.1971,,FBF,83.5,FBF,,,
753,C19H37NO3,8.648,327.2752,,FBF,72.74,FBF,,,
754,C19H35NO3,7.192,325.2611,,FBF,71.01,FBF,,,
755,C20H39NO3,19.07,341.2906,,FBF,50.58,FBF,,,
756,C20H37NO3,16.056,339.274,,FBF,73.23,FBF,,,
757,C21H41NO3,12.183,355.3074,,FBF,80.51,FBF,,,
758,C21H39NO3,8.206,353.2921,,FBF,70.57,FBF,,,
759,C22H43NO3,11.871,369.3216,,FBF,51.58,FBF,,,
760,C23H45NO3,13.509,383.3378,,FBF,74.37,FBF,,,
761,C23H43NO3,16.134,381.3206,,FBF,51.87,FBF,,,
762,C23H37NO3,7.01,375.2791,,FBF,64.52,FBF,,,
763,C25H49NO3,18.55,411.3715,,FBF,74.57,FBF,,,
764,C27H53NO3,9.948,439.402,,FBF,97.29,FBF,,,
765,C28H55NO3,16.394,453.4157,,FBF,56.18,FBF,,,
766,C29H57NO3,11.117,467.4323,,FBF,88.43,FBF,,,
767,C10H19NO3,1.656,201.1363,,FBF,80.93,FBF,,,
768,C11H21NO3,0.383,215.1505,,FBF,52.12,FBF,3497639.0,2.54,966956.0
769,C12H23NO3,5.503,229.1661,,FBF,68.81,FBF,,,
770,C15H31NO,10.909,241.2414,,FBF,98.28,FBF,,,
771,C16H33NO,11.871,255.2563,,FBF,86.3,FBF,,,
772,C17H35NO,12.625,269.2723,,FBF,97.04,FBF,,,
773,C18H37NO,13.561,283.288,,FBF,96.82,FBF,,,
774,C19H39NO,14.886,297.3023,,FBF,94.98,FBF,,,
775,C20H41NO,15.38,311.3191,,FBF,98.16,FBF,,,
776,C20H39NO,13.743,309.3024,,FBF,73.95,FBF,,,
777,C21H41NO,17.173,323.3163,,FBF,51.34,FBF,,,
778,C22H45NO,15.952,339.3498,,FBF,83.31,FBF,,,
779,C22H43NO,15.302,337.3346,,FBF,99.02,FBF,,,
780,C23H43NO,8.232,349.3375,,FBF,60.19,FBF,,,
781,C23H39NO,7.842,345.3035,,FBF,61.33,FBF,,,
782,C24H47NO,16.316,365.3627,,FBF,59.32,FBF,,,
783,C25H51NO,18.68,381.3965,,FBF,78.97,FBF,,,
